case_id,scenario_name,scenario_type,judge_model,judge_model_id,architecture_version,attempts,evaluation_latency,content_origin,structured_requirements,gold_blocking_expected,gold_blocking_issue_count,gold_required_missing_count,negative_control,status,predicted_blocking_flag,predicted_blocking_count,detected_gold_finding_count,detected_gold_issue_ids,predicted_requirement_flag,predicted_requirement_count,detected_gold_requirement_count,matched_predicted_requirement_count,extra_predicted_requirement_count,requirement_signature,mandatory_action_status,creator_authenticity_regression,brand_alignment,tone_match,selling_point_coverage,factual_consistency,unsupported_claim_risk,heuristic_composite_score,advisory_count,advisory_supplied_context_count,advisory_general_heuristic_count,advisory_system_grounding_review_count,advisory_other_basis_count,advisory_provenance_relabel_count,advisory_copy_like_suggestion_count,compliance_findings,requirement_findings,advisory_findings,review_notes,error
STRESS_006,Missing Campaign Must-Mention,requirement_coverage,step,stepfun-ai/Step-3.5-Flash,v2.2,1,46.02,creator_draft,"[{""requirement_id"": ""R1"", ""content"": ""Up to 18 hours cold"", ""match_mode"": ""SEMANTIC""}, {""requirement_id"": ""R2"", ""content"": ""BPA-free"", ""match_mode"": ""SEMANTIC""}]",False,0,1,False,SUCCESS,False,0,0,[],True,1,1,1,0,"[""ID:R2""]",REQUIREMENT_ACTION,False,9,9,6,10,1,8.8,2,1,1,0,0,0,0,[],"[{""requirement_id"": ""R2"", ""requirement"": ""BPA-free"", ""match_mode"": ""SEMANTIC"", ""reason"": ""The submitted content does not contain any mention of the AeroBottle Pro being BPA-free, which is a required semantic match for structured mandatory requirement R2"", ""required_action"": ""Add a natural mention of the required concept: \""BPA-free\"". Equivalent wording is acceptable. Make the smallest necessary change and do not introduce any unsupported claim, guarantee, creator experience, or additional product benefit."", ""verification_mode"": ""JUDGE_SEMANTIC_ABSENCE""}]","[{""area"": ""Product name inclusion"", ""evidence"": ""My new everyday commute bottle"", ""reason"": ""The caption does not name the AeroBottle Pro, the featured product in the campaign, which reduces clear brand association for the target student and young professional audience"", ""suggestion"": ""Include the AeroBottle Pro product name in the caption to clearly link the described features to the brand"", ""basis_type"": ""GENERAL_HEURISTIC"", ""basis_source"": """", ""basis_quote"": """"}, {""area"": ""Optional verified selling point coverage"", ""evidence"": ""lightweight enough for my work bag"", ""reason"": ""The caption references the bottle's lightweight design but does not include the verified 280g weight specification, which is a concrete, credible detail that would resonate with commuting users"", ""suggestion"": ""Consider adding the verified 280g weight to strengthen the lightweight claim with a specific, factual detail"", ""basis_type"": ""SUPPLIED_CONTEXT"", ""basis_source"": ""BRAND INFORMATION"", ""basis_quote"": ""Weight: 280g""}]",[],
STRESS_006,Missing Campaign Must-Mention,requirement_coverage,qwen,Qwen/Qwen3.5-35B-A3B,v2.2,1,35.31,creator_draft,"[{""requirement_id"": ""R1"", ""content"": ""Up to 18 hours cold"", ""match_mode"": ""SEMANTIC""}, {""requirement_id"": ""R2"", ""content"": ""BPA-free"", ""match_mode"": ""SEMANTIC""}]",False,0,1,False,SUCCESS,False,0,0,[],True,1,1,1,0,"[""ID:R2""]",REQUIREMENT_ACTION,False,6,9,5,10,1,8.1,1,0,1,0,0,0,0,[],"[{""requirement_id"": ""R2"", ""requirement"": ""BPA-free"", ""match_mode"": ""SEMANTIC"", ""reason"": ""The structured requirement to mention 'BPA-free' is absent from the submitted content."", ""required_action"": ""Add a natural mention of the required concept: \""BPA-free\"". Equivalent wording is acceptable. Make the smallest necessary change and do not introduce any unsupported claim, guarantee, creator experience, or additional product benefit."", ""verification_mode"": ""JUDGE_SEMANTIC_ABSENCE""}]","[{""area"": ""Brand Identification"", ""evidence"": ""My new everyday commute bottle"", ""reason"": ""The specific product name 'AeroBottle Pro' is not explicitly stated, reducing brand clarity."", ""suggestion"": ""Include the specific product name 'AeroBottle Pro' to improve brand recognition."", ""basis_type"": ""GENERAL_HEURISTIC"", ""basis_source"": """", ""basis_quote"": """"}]",[],
STRESS_007,Brand Tone Misalignment Without Factual Error,advisory_only,step,stepfun-ai/Step-3.5-Flash,v2.2,1,51.62,creator_draft,"[{""requirement_id"": ""R1"", ""content"": ""Camellia oil"", ""match_mode"": ""SEMANTIC""}, {""requirement_id"": ""R2"", ""content"": ""Emulsifies with water"", ""match_mode"": ""SEMANTIC""}]",False,0,0,False,SUCCESS,False,0,0,[],False,0,0,0,0,[],NO_MANDATORY_ACTION,False,6,4,7,9,2,7.2,3,3,0,0,0,0,0,[],[],"[{""area"": ""Brand Tone Alignment"", ""evidence"": ""真的给我冲！！！懒人真的会爱死这种用法哈哈哈"", ""reason"": ""The content uses hard-sell exclamations and casual slang that does not align with the brand's preferred refined, calm, understated communication style that avoids hard-selling."", ""suggestion"": ""Reduce hard-sell exclamations and casual slang to better match the brand's preferred tone."", ""basis_type"": ""SUPPLIED_CONTEXT"", ""basis_source"": ""ADDITIONAL POLICY CONTEXT"", ""basis_quote"": ""Brand communication should feel refined, calm, modern, and understated. Tone preference is advisory unless an explicit factual or policy conflict exists.""}, {""area"": ""Brand Messaging Alignment"", ""evidence"": ""懒人真的会爱死这种用法哈哈哈"", ""reason"": ""The \""lazy person\"" convenience framing conflicts with the brand's stated emphasis on thoughtful daily skincare rituals, which may dilute the brand's intended positioning."", ""suggestion"": ""Adjust the convenience framing to align more closely with the brand's emphasis on thoughtful daily skincare rituals."", ""basis_type"": ""SUPPLIED_CONTEXT"", ""basis_source"": ""BRAND INFORMATION"", ""basis_quote"": ""emphasizes thoughtful daily rituals.""}, {""area"": ""Optional Verified Selling Point Coverage"", ""evidence"": """", ""reason"": ""Verified product information includes the attributes of removing makeup and daily impurities, as well as a soft balm texture, which are not mentioned in the content."", ""suggestion"": ""Consider adding these verified product attributes to the content if they fit naturally with the existing copy."", ""basis_type"": ""SUPPLIED_CONTEXT"", ""basis_source"": ""BRAND INFORMATION"", ""basis_quote"": ""Removes makeup and daily impurities. Contains camellia oil. Soft balm texture that emulsifies with water.""}]",[],
STRESS_007,Brand Tone Misalignment Without Factual Error,advisory_only,qwen,Qwen/Qwen3.5-35B-A3B,v2.2,1,34.41,creator_draft,"[{""requirement_id"": ""R1"", ""content"": ""Camellia oil"", ""match_mode"": ""SEMANTIC""}, {""requirement_id"": ""R2"", ""content"": ""Emulsifies with water"", ""match_mode"": ""SEMANTIC""}]",False,0,0,False,SUCCESS,False,0,0,[],False,0,0,0,0,[],NO_MANDATORY_ACTION,False,7,7,10,10,2,8.8,1,1,0,0,0,0,0,[],[],"[{""area"": ""Tone Alignment"", ""evidence"": ""姐妹们这个卸妆膏真的给我冲！！！"", ""reason"": ""The high-energy slang and punctuation may conflict with the brand's aim to feel refined, calm, and understated."", ""suggestion"": ""Reduce casual slang and excessive punctuation to better align with the brand's refined communication style."", ""basis_type"": ""SUPPLIED_CONTEXT"", ""basis_source"": ""BRAND INFORMATION"", ""basis_quote"": ""Communication usually avoids hard-selling language""}]",[],
STRESS_008,Creator and Platform Style Mismatch,advisory_only,step,stepfun-ai/Step-3.5-Flash,v2.2,1,38.89,creator_draft,"[{""requirement_id"": ""R1"", ""content"": ""Automatic summaries"", ""match_mode"": ""SEMANTIC""}, {""requirement_id"": ""R2"", ""content"": ""Action-item extraction"", ""match_mode"": ""SEMANTIC""}]",False,0,0,False,SUCCESS,False,0,0,[],False,0,0,0,0,[],NO_MANDATORY_ACTION,False,7,4,10,10,2,8.3,2,0,2,0,0,2,0,[],[],"[{""area"": ""Professional tone and platform fit"", ""evidence"": ""😂🔥 Honestly kinda obsessed with this workflow rn!!!"", ""reason"": ""The casual slang, emojis, and overly informal tone are not aligned with the professional LinkedIn platform, the management consultant creator profile specified in the campaign brief, and the brand's clear, credible, practical communication style."", ""suggestion"": ""Reduce casual slang and emojis to better match the professional tone expected for the target audience and platform."", ""basis_type"": ""GENERAL_HEURISTIC"", ""basis_source"": """", ""basis_quote"": """"}, {""area"": ""Content structure and depth"", ""evidence"": ""POV: your meeting ends and you actually remember what happened 😂🔥 NorthNote makes automatic summaries and pulls out action items so your team does not have to dig through notes afterwards. Honestly kinda obsessed with this workflow rn!!!"", ""reason"": ""The content lacks the structured, insight-driven format specified for the management consultant creator profile, and does not provide practical context relevant to operations managers and consulting teams beyond a basic feature mention."", ""suggestion"": ""Add a concise, relevant workplace observation or practical tip related to meeting efficiency for operations/consulting teams to align with the creator's specified style."", ""basis_type"": ""GENERAL_HEURISTIC"", ""basis_source"": """", ""basis_quote"": """"}]","[""Advisory finding 1 claimed SUPPLIED_CONTEXT but its basis provenance could not be verified. It was relabeled GENERAL_HEURISTIC."", ""Advisory finding 2 claimed SUPPLIED_CONTEXT but its basis provenance could not be verified. It was relabeled GENERAL_HEURISTIC.""]",
STRESS_008,Creator and Platform Style Mismatch,advisory_only,qwen,Qwen/Qwen3.5-35B-A3B,v2.2,1,44.9,creator_draft,"[{""requirement_id"": ""R1"", ""content"": ""Automatic summaries"", ""match_mode"": ""SEMANTIC""}, {""requirement_id"": ""R2"", ""content"": ""Action-item extraction"", ""match_mode"": ""SEMANTIC""}]",False,0,0,False,SUCCESS,False,0,0,[],False,0,0,0,0,[],NO_MANDATORY_ACTION,False,8,4,10,10,2,8.6,1,1,0,0,0,0,0,[],[],"[{""area"": ""CREATOR_STYLE"", ""evidence"": ""Honestly kinda obsessed with this workflow rn!!!"", ""reason"": ""The casual phrasing and emojis deviate from the defined creator style."", ""suggestion"": ""Reduce casual slang and emojis to better match the supplied professional tone."", ""basis_type"": ""SUPPLIED_CONTEXT"", ""basis_source"": ""CAMPAIGN BRIEF"", ""basis_quote"": ""Creator Style: Structured professional insights""}]",[],
STRESS_009,Unsafe Campaign Brief but Safe Creator Draft,negative_control,step,stepfun-ai/Step-3.5-Flash,v2.2,1,39.03,creator_draft,"[{""requirement_id"": ""R1"", ""content"": ""Ceramides"", ""match_mode"": ""SEMANTIC""}, {""requirement_id"": ""R2"", ""content"": ""Up to 24 hours of hydration"", ""match_mode"": ""SEMANTIC""}]",False,0,0,True,SUCCESS,False,0,0,[],False,0,0,0,0,[],NO_MANDATORY_ACTION,False,8,9,7,10,1,8.9,1,1,0,0,0,0,0,[],[],"[{""area"": ""Optional brand positioning alignment"", ""evidence"": ""换季的时候我会更偏向简单一点的护肤步骤。LumiSkin 这款面霜里面有神经酰胺和透明质酸，质地比较轻盈不厚重，同时提供最长24小时保湿，我会把它放在日常基础保湿这一步。"", ""reason"": ""The content does not reference LumiSkin's core target skin type (dry and sensitive skin), which is a key element of its verified brand positioning, and including this point naturally could improve relevance to the target audience of women aged 20-30 interested in skincare."", ""suggestion"": ""Optionally include a natural reference to the product's suitability for dry or sensitive skin within the creator's personal routine context, without adding new unverified claims."", ""basis_type"": ""SUPPLIED_CONTEXT"", ""basis_source"": ""BRAND INFORMATION"", ""basis_quote"": ""LumiSkin is a modern skincare brand focused on simple daily skincare for dry and sensitive skin.""}]","[""The Campaign Brief requested prohibited claims (curing sensitive-skin problems, complete skin repair), but the Submitted Content safely omitted these requests and does not contain any conflicting prohibited claims.""]",
STRESS_009,Unsafe Campaign Brief but Safe Creator Draft,negative_control,qwen,Qwen/Qwen3.5-35B-A3B,v2.2,1,63.04,creator_draft,"[{""requirement_id"": ""R1"", ""content"": ""Ceramides"", ""match_mode"": ""SEMANTIC""}, {""requirement_id"": ""R2"", ""content"": ""Up to 24 hours of hydration"", ""match_mode"": ""SEMANTIC""}]",False,0,0,True,SUCCESS,False,0,0,[],False,0,0,0,0,[],NO_MANDATORY_ACTION,False,9,8,8,10,1,9.1,1,1,0,0,0,0,0,[],[],"[{""area"": ""TONE_ALIGNMENT"", ""evidence"": ""换季的时候我会更偏向简单一点的护肤步骤"", ""reason"": ""Brand tone specified as calm trustworthy and professional. Current phrasing is highly conversational."", ""suggestion"": ""Adjust phrasing to sound slightly more authoritative while maintaining natural voice."", ""basis_type"": ""SUPPLIED_CONTEXT"", ""basis_source"": ""BRAND INFORMATION"", ""basis_quote"": ""The brand tone is calm, trustworthy, and professional.""}]","[""Campaign Brief requested cure sensitive-skin problems and completely repair damaged skin which violates Brand Restrictions. Submitted Content safely ignores this instruction and complies with Brand Policy.""]",
STRESS_010,Clean Creator Draft Negative Control,negative_control,step,stepfun-ai/Step-3.5-Flash,v2.2,1,34.48,creator_draft,"[{""requirement_id"": ""R1"", ""content"": ""10,000mAh"", ""match_mode"": ""SEMANTIC""}, {""requirement_id"": ""R2"", ""content"": ""20W maximum wired output"", ""match_mode"": ""SEMANTIC""}]",False,0,0,True,SUCCESS,False,0,0,[],False,0,0,0,0,[],NO_MANDATORY_ACTION,False,9,9,9,10,1,9.4,2,2,0,0,0,0,0,[],[],"[{""area"": ""Target audience pain point resonance"", ""evidence"": ""如果你平时通勤时间比较长，可以看看这种小体积充电宝。"", ""reason"": ""The opening references long commutes but does not explicitly name the core pain point of phone battery depletion during commutes or long days out, which would more directly resonate with the specified target audience of students and young professionals."", ""suggestion"": ""Add a brief reference to the common pain point of phone batteries dying during commutes or long days out in the opening to strengthen relevance for the target audience."", ""basis_type"": ""SUPPLIED_CONTEXT"", ""basis_source"": ""CAMPAIGN BRIEF"", ""basis_quote"": ""students and young professionals who need portable charging during commuting and long days outside""}, {""area"": ""Feature benefit communication"", ""evidence"": ""还有两个USB-C接口。"", ""reason"": ""The dual USB-C port feature is stated but not linked to a practical benefit relevant to the target audience's daily use cases, missing an opportunity to highlight the product's usefulness for the specified user group."", ""suggestion"": ""Add a brief practical benefit for the dual USB-C ports relevant to the target audience's daily charging needs during commutes or long days out, without introducing new unverified product claims."", ""basis_type"": ""SUPPLIED_CONTEXT"", ""basis_source"": ""CAMPAIGN BRIEF"", ""basis_quote"": ""students and young professionals who need portable charging during commuting and long days outside""}]",[],
STRESS_010,Clean Creator Draft Negative Control,negative_control,qwen,Qwen/Qwen3.5-35B-A3B,v2.2,1,64.92,creator_draft,"[{""requirement_id"": ""R1"", ""content"": ""10,000mAh"", ""match_mode"": ""SEMANTIC""}, {""requirement_id"": ""R2"", ""content"": ""20W maximum wired output"", ""match_mode"": ""SEMANTIC""}]",False,0,0,True,SUCCESS,False,0,0,[],False,0,0,0,0,[],NO_MANDATORY_ACTION,False,9,9,10,10,1,9.7,1,0,1,0,0,0,0,[],[],"[{""area"": ""Platform Fit"", ""evidence"": """", ""reason"": ""Douyin scripts often benefit from stronger visual cues or faster pacing to maintain engagement."", ""suggestion"": ""Ensure visual demonstrations accompany the spoken specifications for better retention."", ""basis_type"": ""GENERAL_HEURISTIC"", ""basis_source"": """", ""basis_quote"": """"}]",[],
